Èas (s);CO (%);CO2 (%);H2 (%);CH4 (%);O2 (%);Teplota (°C)
1944;3.625987;29.171795;0.735744;1.512897;4.586747;790.98
1945;3.801991;31.114975;0.393969;1.495247;4.095069;789.43
1946;3.901088;32.910171;0.143292;1.462948;3.652837;787.94
1947;3.928415;34.528593;0.015057;1.429555;3.317727;786.59
1948;3.907649;35.971551;0;1.40921;3.076855;785.4
1949;3.855119;37.262081;0;1.395718;2.891949;784.35
1950;3.776209;38.451848;0;1.380229;2.713537;783.46
1951;3.57846;39.58829;0;1.293302;2.455791;782.64
1952;3.243962;40.739063;0;1.142577;2.13316;781.84
1953;2.872244;41.798718;0;0.968862;1.782404;781.02
1954;2.489151;42.755875;0;0.784313;1.444109;780.23
1955;2.098981;43.635871;0;0.621991;1.164094;779.48
1956;1.813669;44.344103;0;0.547869;1.0193;778.82
1957;1.666683;44.833541;0;0.54277;0.96738;778.26
1958;1.555817;45.198647;0;0.565938;0.951606;777.75
1959;1.467001;45.515126;0;0.609745;0.945608;777.27
1960;1.40955;45.738473;0;0.664336;0.938799;776.81
1961;1.371484;45.923836;0;0.724928;0.927778;776.42
1962;1.350362;46.048499;0;0.809173;0.91187;776.12
1963;1.346408;46.182959;0;0.919091;0.90422;775.86
1964;1.355894;46.308182;0;1.053628;0.900548;775.63
1965;1.371598;46.456674;0;1.200169;0.900679;775.36
1966;1.396293;46.629767;0;1.375359;0.90697;774.99
1967;1.432102;46.852731;0;1.57794;0.919954;774.5
1968;1.471764;47.124202;0;1.804644;0.933832;773.99
1969;1.519843;47.418708;0;2.058305;0.952025;773.45
1970;1.572984;47.63829;0;2.341303;0.976865;772.84
1971;1.637811;47.765051;0;2.655405;1.006811;772.24
1972;1.704246;47.75451;0;2.987894;1.039542;771.61
1973;1.770498;47.58019;0;3.343284;1.074473;771.02
1974;1.829094;47.269274;0;3.713884;1.118398;770.43
1975;1.885947;46.94397;0;4.097237;1.159709;769.93
1976;1.932876;46.619123;0;4.484648;1.200358;769.54
1977;1.975711;46.309898;0;4.885944;1.239188;769.16
1978;2.020637;46.058449;0;5.296764;1.274018;768.74
1979;2.069619;45.874548;0;5.716219;1.296529;768.25
1980;2.119486;45.74218;0;6.150043;1.318987;767.7
1981;2.170993;45.65618;0;6.590963;1.338951;767.12
1982;2.216402;45.649988;0;7.012465;1.355588;766.54
1983;2.256979;45.659817;0;7.40135;1.36859;765.94
1984;2.289348;45.658565;0;7.756843;1.381475;765.33
1985;2.315658;45.654909;0;8.068897;1.391467;764.7
1986;2.331763;45.681384;0;8.328573;1.392559;764.02
1987;2.346717;45.684232;0;8.545905;1.392295;763.4
1988;2.355656;45.6621;0;8.717992;1.391403;762.86
1989;2.363992;45.638664;0.003351;8.839915;1.389171;762.54
1990;2.365728;45.540374;0.029875;8.934396;1.380604;762.31
1991;2.368175;45.380977;0.083911;8.996578;1.37552;762.04
1992;2.376129;45.215852;0.179908;9.056166;1.367076;761.73
1993;2.388617;45.090096;0.315198;9.119212;1.358069;761.47
1994;2.39781;45.020907;0.479137;9.191643;1.346108;761.19
1995;2.409528;45.010779;0.652402;9.245827;1.337872;761
1996;2.425157;45.01748;0.839268;9.284637;1.326245;760.74
1997;2.434566;45.033712;1.020366;9.295382;1.314611;758.99
1998;2.450455;45.238913;1.30209;9.375773;1.302864;756.32
1999;2.529448;46.116238;1.707333;9.82979;1.295979;752.87
2000;2.676714;47.033771;2.203512;10.572032;1.303502;748.88
2001;2.870997;47.970099;2.766375;11.507724;1.328555;744.54
2002;3.099259;48.913033;3.371882;12.544917;1.36848;739.86
2003;3.347694;49.659719;3.909327;13.540934;1.42321;734.81
2004;3.549893;49.694332;4.349052;14.153471;1.488571;729.47
2005;3.696542;49.693658;4.71252;14.455161;1.55592;723.74
2006;3.802143;49.693531;5.012829;14.539164;1.619623;717.85
2007;3.882351;49.691751;5.279543;14.501524;1.677778;713.16
2008;3.940317;49.690104;5.520326;14.392305;1.730943;709.11
2009;3.990527;49.691058;5.754603;14.243527;1.777809;705.45
2010;4.037246;49.692914;5.987685;14.071782;1.812219;702.09
2011;4.071198;49.692024;6.223371;13.88338;1.839836;698.92
2012;4.102003;49.693709;6.432831;13.68895;1.863656;696.04
2013;4.117892;49.694796;6.564753;13.468821;1.882448;693.44
2014;4.109874;49.695152;6.624296;13.22509;1.897191;691.19
2015;4.081028;49.693989;6.649784;12.987947;1.911806;689.16
2016;4.051259;49.694746;6.649672;12.31;1.920808;687.36
2017;4.018375;49.699025;6.661071;12.549265;1.928656;685.76
2018;3.991595;49.700245;6.742179;12.324266;1.927828;684.43
2019;3.978243;49.699934;6.918227;12.049101;1.917609;683.48
2020;3.96217;49.697034;7.129818;11.739387;1.899261;682.81
2021;3.933775;49.696583;7.401384;11.423365;1.873563;682.43
2022;3.892326;49.692151;7.65761;11.104393;1.839695;682.22
2023;3.835631;49.691795;7.878611;10.828453;1.80589;682.08
2024;3.76629;49.693735;8.013906;10.637673;1.771138;681.96
2025;3.701616;49.697734;8.094994;10.509329;1.730919;681.92
2026;3.631067;49.700983;7.867034;10.379573;1.694426;681.85
2027;3.537724;49.704346;7.404477;10.19468;1.659126;682.29
2028;3.472344;49.706076;6.916436;9.997783;1.62248;682.92
2029;3.453537;49.704397;6.50545;9.841019;1.589704;683.6
2030;3.489155;49.702343;6.209363;9.716884;1.561259;684.38
2031;3.595099;49.701828;6.242308;9.647861;1.539978;685.05
2032;3.766812;49.70029;6.585481;9.648166;1.521958;685.53
2033;3.96999;49.697988;7.070363;9.783733;1.511712;685.89
2034;4.163091;49.696672;7.559441;9.983758;1.50298;686.14
2035;4.334651;49.70001;8.020803;10.213017;1.491756;686.33
2036;4.468145;49.702032;8.433996;10.45114;1.47086;686.59
2037;4.567592;49.700856;8.795186;10.715254;1.45029;686.37
2038;4.634517;49.700182;9.092001;10.867212;1.423557;685.69
2039;4.656929;49.703583;8.967581;10.758769;1.395742;686.45
2040;4.419118;48.883773;8.175676;9.963107;1.344508;687.94
2041;3.997266;46.577948;7.198679;8.82669;1.281231;690.05
2042;3.523603;43.821488;6.119053;7.577341;1.208652;692.49
2043;3.029797;40.947449;5.025235;6.310572;1.132145;694.78
2044;2.56972;38.316586;4.406635;5.242771;1.050221;697.22
2045;2.394644;36.867422;4.460837;4.884291;0.98823;700.13
2046;2.402185;37.001928;4.597586;4.862915;0.933089;703.7
2047;2.435755;37.240832;4.639951;4.870138;0.884731;707.79
2048;2.44727;37.243483;4.570038;4.84529;0.840525;712.42
2049;2.427636;36.869495;4.333767;4.764021;0.799305;715.62
2050;2.363788;36.123839;4.01597;4.606303;0.758849;718
2051;2.305777;35.373492;3.865711;4.454269;0.731029;719.64
2052;2.314742;35.356617;4.036616;4.467214;0.703032;721.08
2053;2.39575;35.981056;4.368314;4.623533;0.669308;722.77
2054;2.500468;36.868898;4.787921;4.853721;0.640049;724.65
2055;2.614144;37.797761;5.190565;5.119565;0.61836;726.5
2056;2.682271;38.337975;5.296176;5.28064;0.592072;727.89
2057;2.670254;38.125056;5.161247;5.271192;0.570699;729.01
2058;2.611048;37.502753;4.919681;5.149842;0.55485;730.02
2059;2.534128;36.704758;4.603827;4.971778;0.539329;730.87
2060;2.462046;35.983377;4.447083;4.795685;0.525363;731.5
2061;2.458447;35.940784;4.611355;4.784838;0.51662;732.29
2062;2.517037;36.48487;4.885525;4.896409;0.504281;733.11
2063;2.589506;37.213085;5.221349;5.062418;0.492269;734.13
2064;2.669917;37.991142;5.501994;5.243687;0.47689;735.24
2065;2.704651;38.299566;5.471028;5.306861;0.461453;736.16
2066;2.663578;37.896165;5.235489;5.211375;0.446403;737.05
2067;2.594574;37.173208;4.94347;5.039656;0.433924;737.94
2068;2.526301;36.358033;4.66546;4.852246;0.424836;738.63
2069;2.47433;35.71464;4.588008;4.69407;0.423282;739.09
2070;2.497143;35.820152;4.841024;4.708948;0.423488;739.65
2071;2.585475;36.468148;5.212091;4.853937;0.423167;740.23
2072;2.685704;37.308431;5.632085;5.058133;0.419883;740.95
2073;2.777235;38.151893;5.923382;5.230691;0.414008;741.8
2074;2.810615;38.446857;5.872268;5.255246;0.406101;742.51
2075;2.755083;37.974605;5.570473;5.110956;0.398402;743.21
2076;2.653736;37.174943;5.197569;4.881976;0.392017;743.9
2077;2.55352;36.281482;4.821802;4.604624;0.391718;744.39
2078;2.477483;35.566542;4.684982;4.388552;0.392869;744.73
2079;2.491344;35.654932;4.928806;4.373852;0.395123;745.2
2080;2.588139;36.423267;5.355407;4.513017;0.378083;745.71
2081;2.709871;37.360663;5.812599;4.707396;0.356653;746.31
2082;2.820044;38.270636;6.16657;4.91748;0.33129;747.07
2083;2.863584;38.602604;6.147867;4.998812;0.303181;747.74
2084;2.808644;38.11742;5.853967;4.917963;0.274339;748.37
2085;2.704562;37.195607;5.433861;4.734469;0.265686;748.95
2086;2.594408;36.199075;4.994406;4.52305;0.263305;749.36
2087;2.508307;35.43472;4.790281;4.345787;0.26405;749.64
2088;2.52068;35.513344;4.928552;4.337306;0.270512;750.03
2089;2.618963;36.278608;5.234787;4.476395;0.27726;750.5
2090;2.744033;37.256473;5.584924;4.672821;0.285519;751.21
2091;2.845724;38.036335;5.769364;4.819133;0.290161;752.05
2092;2.878163;38.210336;5.675564;4.850021;0.29164;752.74
2093;2.83716;37.757718;5.410967;4.768625;0.291872;753.33
2094;2.75748;36.961706;5.075052;4.612483;0.289392;753.8
2095;2.670763;36.132836;4.859579;4.425772;0.285028;754.06
2096;2.661753;35.92117;5.02168;4.376026;0.28353;754.29
2097;2.568906;33.784202;4.246476;4.073395;2.12697;754.65
2098;2.07452;27.227115;4.381231;3.273732;6.198608;755.11
2099;2.037026;26.523308;4.991591;3.31436;7.308796;755.71
2100;2.106412;27.366351;4.459817;3.413826;7.372512;756.14
2101;2.08255;29.598428;3.213737;3.245579;7.420499;758.12
2102;2.576286;34.370912;3.076138;3.317043;5.604182;760.61
2103;4.325871;43.784612;2.538652;3.97768;1.532026;763.2
2104;6.33424;47.394484;2.060118;3.886595;0.403436;766.71
2105;8.864581;49.409586;3.15805;3.826905;0.315941;774.28
2106;12.079426;49.708765;5.094379;4.049692;0.240387;791.22
2107;15.215164;49.706731;7.213323;4.309368;0.184429;813.34
2108;17.886833;49.668455;9.140114;4.478277;0.154248;838.68
2109;20.258648;49.246101;10.972633;4.580133;0.143097;861.48
2110;22.531786;48.035428;13.591467;4.709978;0.135679;877.6
2111;25.173331;44.118786;18.351914;5.820784;0.124703;888.71
2112;27.219899;38.996703;23.723783;7.647013;0.115079;896.42
2113;28.268472;33.725943;28.929962;9.88714;0.110884;901.45
2114;28.567702;28.926215;33.738353;12.33997;0.108873;903.3
2115;28.18527;25.052648;37.196591;14.900176;0.111771;899.14
2116;26.71482;24.055448;38.073262;16.301304;0.122909;884.19
2117;25.009152;24.406591;38.001497;17.253146;0.125739;863.88
2118;23.394812;24.930179;37.213574;17.681807;0.127662;839.82
2119;21.447201;25.189677;35.620399;17.633689;0.129214;817.85
2120;18.938235;25.217475;33.45725;17.200921;0.107866;802.51
2121;16.217006;25.085417;30.991824;16.617593;0.084752;790.25
2122;13.809979;24.876072;28.48101;15.703836;0.071955;780.63
2123;11.744629;24.801917;26.47217;14.983784;0.058961;773.61
2124;10.33273;25.006031;25.045871;14.454195;0.040543;768.96
2125;9.49431;25.337706;23.995197;14.013593;0.043929;766.49
2126;8.811873;25.665973;23.088027;13.73441;0.049434;765.63
2127;8.217641;25.950815;22.220216;13.551845;0.039673;765.14
2128;7.626276;26.080653;21.203143;13.262527;0.028354;765.28
2129;7.052537;26.106085;20.271589;12.96015;0.022269;765.86
2130;6.530119;26.083501;19.408417;12.650613;0.013102;766.57
2131;6.062693;26.052245;18.648688;12.317654;0.002151;767.54
2132;5.660805;26.001101;17.906045;11.921902;0.003499;768.7
2133;5.312065;25.987348;17.174571;11.472984;0.003994;769.85
2134;4.992597;25.923303;16.433897;10.967924;0.003427;770.98
2135;4.712066;25.865369;15.71842;10.451801;0.003427;772.08
2136;4.468438;25.838569;14.882344;9.944287;0.002811;777.52
2137;4.285637;27.730261;12.88098;9.112282;0.007934;786.41
2138;5.240638;32.258964;11.114443;7.961229;0.020922;798.17
2139;7.60656;37.033349;10.121805;6.881616;0.025396;810.83
2140;10.752643;41.543041;9.701359;5.887137;0.026847;822.14
2141;15.245053;44.956455;10.494851;5.050274;0.027627;833.42
2142;24.097354;44.210323;13.248004;4.655845;0.021156;846.26
2143;32.168234;40.643927;16.022865;4.705552;0.007275;857.73
2144;38.880255;36.666895;19.653223;5.031378;0.002288;867.06
2145;42.785262;32.21529;24.092007;5.778973;0.000837;874.95
2146;43.471025;28.583368;27.74912;6.634109;0;877.41
2147;38.879835;27.29481;30.661229;7.596937;0;875.68
2148;33.357677;26.314986;33.256803;8.593082;0.000587;870.27
2149;27.211423;25.515903;34.208093;9.497429;0.000587;863.34
2150;22.734946;25.532053;33.639112;10.051484;0.000587;857.01
2151;19.7087;25.768313;32.574668;10.477818;0.000587;850.12
2152;17.366787;26.011121;31.363715;10.766958;0.000587;841.08
2153;15.501004;26.255678;30.197522;11.037761;0;832.83
2154;14.13955;26.461756;24.252948;11.226507;0;826.17
2155;13.171349;26.596534;17.957108;11.352702;0;820.51
2156;12.58867;26.692617;11.971882;11.436425;0;815.55
2157;12.290508;26.749478;6.211315;11.514019;0;810.93
2158;12.170518;26.754361;0.606469;11.536437;0;806.77
2159;10.392642;23.491326;4.529796;10.112979;2.516107;802.9
2160;9.583984;23.577217;8.80207;9.659992;2.785723;799.56
2161;8.678518;23.86272;12.897397;9.202808;2.868663;796.57
2162;7.721438;24.194885;16.860145;8.732718;2.915582;794.05
2163;6.691182;24.529707;20.666673;8.207426;2.941792;792.08
2164;7.376372;28.165904;19.813685;9.062994;0.429304;790.63
2165;7.050025;28.427151;19.120025;8.899986;0.182464;789.59
2166;6.768623;28.514994;18.476608;8.70225;0.103859;788.88
2167;6.496701;28.555615;17.870272;8.469392;0.058197;788.52
2168;6.260581;28.583858;17.326769;8.235135;0.032328;788.47
2169;6.043797;28.581754;16.798692;7.990464;0.015502;788.72
2170;5.850282;28.545163;16.329009;7.752977;0.005717;789.16
2171;5.667786;28.478422;15.882784;7.496136;0.001272;789.84
2172;5.505331;28.405559;15.441869;7.252533;0;790.6
2173;5.323306;28.144299;14.525814;6.949939;0;791.38
2174;4.966898;27.22709;13.219428;6.385076;0;792.18
2175;4.570364;26.153574;11.831878;5.759136;0;792.98
2176;4.93;25.092812;10.454434;5.143649;0;793.8
2177;3.846434;24.043355;9.166568;4.529917;0;794.57
2178;3.570017;23.222763;8.417791;4.031724;0;795.36
2179;3.500427;23.083941;8.15356;3.831419;0;796.14
2180;3.492944;23.113773;7.980966;3.70942;0;796.91
2181;3.490871;23.138862;7.861653;3.611188;0;797.64
2182;3.495843;23.172903;7.738225;3.79;0;798.41
2183;3.483642;23.163881;7.636898;3.469314;0;799.15
2184;3.479363;23.150897;7.558388;3.48;0;799.85
2185;3.480126;23.149028;7.513932;3.377669;0;800.56
2186;3.481862;23.146663;7.466191;3.339584;0;801.25
2187;3.47668;23.122636;7.428953;3.301385;0;801.96
2188;3.476763;23.109252;7.39259;3.274299;0;802.67
2189;3.468313;23.084398;7.339223;3.218997;0;803.39
2190;3.460639;23.04742;7.294503;3.172303;0;804.1
2191;3.46212;23.02757;7.283953;3.150864;0;804.84
2192;3.464899;23.02729;7.203562;3.121896;0;805.56
2193;3.437063;23.217288;7.00106;3.054119;0;806.26
2194;3.45065;23.561871;6.834097;2.99593;0;806.99
2195;3.497827;23.95801;6.712571;2.926487;0;807.67
2196;3.583623;24.375761;6.628182;2.870117;0;808.36
2197;3.703123;24.789119;6.65691;2.820142;0;809.06
2198;3.875497;25.01312;6.87427;2.816048;0;809.74
2199;4.057102;25.129676;7.137092;2.843362;0;810.39
2200;4.220276;25.173;7.381191;2.875877;0;811.03
2201;4.361597;25.183255;7.630092;2.904387;0;811.67
2202;4.495409;25.17979;7.880056;2.945231;0;812.31
2203;4.652644;25.349824;8.400411;3.024656;0;812.95
2204;4.997175;26.404737;9.241599;3.242929;0.000015;813.59
2205;5.411664;27.743728;10.18623;3.514711;0.000015;814.27
2206;5.828175;29.127206;11.189387;3.805148;0.000015;814.93
2207;6.231353;30.484871;12.203204;4.095279;0.000015;815.57
2208;6.595995;31.683393;12.950797;4.08;0.000015;816.22
2209;6.744195;31.941238;13.366447;4.505477;0;816.86
2210;6.805735;31.90632;13.679412;4.590217;0;817.51
2211;6.847298;31.816817;13.93552;4.669693;0;818.13
2212;6.87589;31.725732;14.142529;4.742442;0;818.73
2213;6.898436;31.625223;14.322899;4.804878;0;819.31
2214;6.909505;31.546593;14.449608;4.854395;0;819.84
2215;6.906625;31.474028;14.543809;4.898177;0;820.35
2216;6.894647;31.401807;14.577477;4.927958;0.00003;820.86
2217;6.862754;31.318033;14.575437;4.939809;0.00003;821.36
2218;6.829883;31.217308;14.55089;4.937876;0.00003;821.84
2219;6.793324;31.132314;14.520656;4.938309;0.00003;822.32
2220;6.768121;31.072478;14.496556;4.941462;0.00003;822.77
2221;6.746942;31.038068;14.496338;4.935359;0;823.22
2222;6.739942;31.015376;14.502319;4.934138;0;823.67
2223;6.733501;31.015846;14.511348;4.934952;0;824.12
2224;6.732236;30.995246;14.544705;4.939542;0;824.54
2225;6.729661;30.981704;14.575056;4.952386;0;824.96
2226;6.725293;30.94215;14.591714;4.962126;0;825.35
2227;6.713352;30.900899;14.602599;4.964262;0.001014;825.73
2228;6.701571;30.889937;14.610437;4.977029;0.001014;826.09
2229;6.689732;30.881214;14.590686;4.988957;0.001014;826.44
2230;6.672635;30.85142;14.566643;4.97867;0.001014;826.8
2231;6.657281;30.828296;14.542858;4.980959;0.001014;827.14
2232;6.641958;30.805807;14.5112;4.976584;0;827.44
2233;6.61692;30.755038;14.451587;4.962902;0;827.75
2234;6.584875;30.705992;14.389949;4.927576;0;828.09
2235;6.557694;30.666521;14.338362;4.903886;0.000405;828.4
2236;6.534239;30.668403;14.296104;4.885448;0.000405;828.7
2237;6.523106;30.701332;14.27878;4.887584;0.000405;829
2238;6.526082;30.748044;14.301404;4.892009;0.000405;829.27
2239;6.530602;30.790961;14.333698;4.912304;0.000405;829.54
2240;6.533572;30.827743;14.351312;4.63;0;829.79
2241;6.523272;30.790853;14.351674;4.938639;0;830.06
2242;6.497591;30.72045;14.327732;4.939352;0;828.27
2243;6.47551;30.77539;14.511231;4.979547;0;825.55
2244;6.567079;32.096954;15.201906;5.42507;0.000372;822.94
2245;6.802766;34.464859;16.05372;6.15429;0.001896;820.37
2246;7.124872;37.38146;17.021194;7.021849;0.003338;817.82
2247;7.501766;40.594181;18.043552;7.944914;0.003338;815.3
2248;7.909592;43.899731;18.887808;8.877593;0.003338;812.71
2249;8.213196;45.997431;19.236749;9.400443;0.002966;810.11
2250;8.384044;47.04692;19.45918;9.637802;0.001457;807.52
2251;8.479676;47.711198;19.58713;9.738781;0.00003;804.9
2252;8.530483;48.106938;18.713314;9.756863;0.012272;804.33
2253;7.607921;43.062354;17.450026;8.493438;2.329917;804.68
2254;7.397837;42.264892;17.584242;8.304171;2.793845;804.91
2255;7.394308;42.488944;17.555092;8.18408;2.81784;805.07
2256;7.393393;42.621256;17.529013;8.058876;2.823467;805.22
2257;7.395199;42.753167;18.451806;7.950586;2.813733;805.32
2258;8.336861;48.175281;19.734713;9.06686;0.498913;805.49
2259;8.550181;49.265671;19.590624;9.079983;0.040802;805.64
2260;8.540796;49.276868;19.558813;8.983658;0.026446;805.77
2261;8.536746;49.299623;19.514464;8.883404;0.023111;805.9
2262;8.528264;49.354551;19.467862;8.774249;0.02404;805.93
2263;8.531183;49.380396;19.448971;8.37;0.026911;805.8
2264;8.604243;49.277033;19.583422;8.510427;0.026518;805.6
2265;8.701121;49.08692;19.811427;8.366976;0.027397;805.41
2266;8.797217;48.869137;20.087891;8.223423;0.037032;805.19
2267;8.889676;48.557051;20.387845;8.083469;0.047257;804.95
2268;8.972719;48.294787;20.687844;7.974454;0.051689;804.71
2269;8.990763;48.154693;20.853912;7.890642;0.054987;804.47
2270;8.987972;48.098227;20.953418;7.82509;0.055452;804.2
2271;8.986306;48.055793;21.043296;7.787921;0.05655;803.93
2272;8.985117;48.049213;21.128316;7.762412;0.054368;803.88
2273;8.971829;47.98237;21.166668;7.725612;0.058915;804.08
2274;8.886809;48.081664;21.02531;7.717079;0.06862;804.38
2275;8.771753;48.327957;20.76348;7.718567;0.076305;804.71
2276;8.640535;48.600305;20.414966;7.713913;0.083702;805.09
2277;8.515116;48.922977;20.017179;7.698679;0.093855;805.54
2278;8.406603;49.304595;19.599479;7.695474;0.097687;806.06
2279;8.364754;49.51204;19.322425;7.656576;0.097708;806.59
2280;8.352559;49.59877;19.123672;7.61474;0.097196;807.17
2281;8.357601;49.670439;18.971383;7.562336;0.095006;807.72
2282;8.364252;49.702725;18.851175;7.50828;0.093986;807.92
2283;8.229715;48.48036;16.593661;7.17307;0.094512;810.37
2284;7.011324;42.329255;12.827088;5.902104;0.091558;814.33
2285;5.783071;35.716579;9.264884;4.568091;0.092498;819.09
2286;4.734555;28.977639;5.861682;3.257997;0.095182;823.86
2287;3.920289;22.608611;2.913957;2.067029;0.098395;827.76
2288;3.397446;17.103493;2.18786;1.136067;0.103674;831
2289;4.066461;16.778544;3.621932;1.289284;0.114751;833.63
2290;4.951797;17.669705;5.314014;1.665847;0.122022;835.75
2291;5.703754;18.899273;7.121843;2.124111;0.127467;837.51
2292;6.268186;20.290458;8.834631;2.618884;0.132074;839.14
2293;6.58731;21.656471;10.179247;3.071273;0.127149;838.13
2294;6.719049;22.773603;11.188069;3.442051;0.122906;835.28
2295;6.753707;23.53427;11.882997;3.74055;0.116283;831.39
2296;6.718407;24.031052;12.322823;3.962001;0.107169;827.25
