Tavba Ë.;Sur. Fe - Akosù;02 - Skut. mnoû. (Nm3);02 - Trv. f˙k. (s);Sur. Fe - Teplota (∞C);Sur. Fe - Hmotnosù (kg);C - Konc. v Fe (%);Si - Konc. v sur. Fe (%);Mn - Konc. v sur. Fe (%);P - Konc. v sur. Fe (%);S - Konc. v sur. Fe (%);Ti - Konc. v sur. Fe (%);ärot v·ha (kg);V˝öka k˙peæa (m);CaO - V·ha (kg);Dol. v·p. - V·ha (kg);MgCO3 - V·ha (kg);Bazicita tav.;Pomer CaO / SiO2;Fe - Mn. v troske (% hm.);MgO - Mn. v troske (% hm.);Cr - Mn. v oceli (%);Fe - V·ha v sur. Fe (kg);02 - Dofuk mn. (Nm3)
578;589;8566.348;1028;1331.824;145300;4.545;0.789;0.556;0.062;0.013;0.029;46000;9.49;5858;3896;0;0;0;0;0;0.022;146600;0
579;589;8341.646;1021;1365.991;146800;4.611;0.853;0.612;0.063;0.012;0.033;45100;9.5;6187;4172;0;3.6;3.203;16.16;8.63;0.024;147200;0
580;589;8384.158;1004;1364.592;151901;4.647;0.574;0.406;0.052;0.013;0.016;40200;9.5;4528;3140;0;3.1;2.744;15.44;9.17;0.026;152900;0
581;698;8240.113;1026;1371.408;148000;4.46;0.68;0.44;0.055;0.013;0.001;42800;9.49;5266;3372;0;0;0;0;0;0.023;150000;0
582;698;8294.202;1020;1359.882;148700;4.616;0.745;0.551;0.059;0.014;0.034;41900;9.49;5576;3713;0;3.4;3.03;15.12;8.9;0.023;149700;0
583;698;8350.193;1026;1361.954;147600;4.593;0.648;0.497;0.055;0.012;0.031;43100;9.49;4903;3349;0;3.4;3.023;15.91;8.83;0.029;149300;0
584;698;8239.135;1007;1367.191;145500;4.584;0.778;0.558;0.059;0.012;0.039;43600;9.48;5393;3573;0;3.7;3.255;16.66;10.08;0.028;146900;0
585;673;8001.064;950;1342.33;143800;4.602;0.573;0.477;0.05;0.004;0.026;41700;9.47;4525;3023;0;3.5;3.19;16.17;8.48;0.02;148100;0
586;694;8633.63;1025;1346.03;149300;4.531;0.543;0.554;0.063;0.007;0.034;40000;9.48;4530;3146;0;3.6;3.155;16.02;9.73;0.016;152300;0
587;694;8250.54;993;1288.475;144800;4.013;0.826;0.502;0.054;0.007;0.022;44600;9.49;6227;3771;0;3.5;3.093;15.72;9.73;0.015;145700;0
588;595;8190.701;1016;1344.801;145400;4.5;0.62;0.63;0.065;0.002;0.042;44400;9.51;5524;3135;0;3.5;3.024;15.77;10.1;0.027;146300;0
589;595;7920.789;962;1305.008;151800;3.991;0.663;0.479;0.058;0.002;0.016;39700;9.52;5528;2993;0;3.9;3.549;17.03;8.04;0.027;152400;0
590;595;8132.497;993;1351.497;145600;4.58;0.659;0.58;0.064;0.002;0.043;43700;9.5;6024;3243;0;3.7;3.398;17.56;7.2;0.025;146300;0
591;595;7998.97;936;1302.855;150300;4.096;0.471;0.422;0.056;0.002;0.013;40200;9.51;5522;2829;0;4;3.658;19.69;8.06;0.014;150800;0
592;594;8280.612;984;1362.931;146701;4.591;0.599;0.537;0.062;0.003;0.039;41500;9.5;5523;3156;603;3.8;3.447;18.82;7.71;0.024;147700;0
593;594;7864.189;961;1270.053;151400;3.916;0.562;0.488;0.06;0.002;0.014;38000;9.51;5523;2931;0;3.6;3.28;16.9;8.49;0.016;152000;0
594;594;8099.221;1037;1371.243;145300;4.483;0.502;0.397;0.055;0.002;0.031;44400;9.51;5524;2899;0;3.6;3.255;16.73;8.35;0.022;146100;0
595;594;8021.669;995;1367.388;144100;4.63;0.55;0.42;0.056;0.003;0.02;44900;9.5;5519;2952;0;3.4;3.03;16.74;8.37;0.021;145700;0
596;594;8003.797;999;1296.851;140700;3.982;1.209;0.578;0.063;0.002;0.031;48600;9.5;9400;4707;0;3.7;3.214;17.69;9.09;0.016;142200;545.174
597;694;8521.059;1019;1337.995;149200;4.525;0.56;0.441;0.056;0.007;0.034;39700;9.48;4520;2898;0;3.6;3.173;16;9;0.019;150100;0
598;673;7856.621;993;1263.545;139500;4.071;1.219;0.544;0.061;0.005;0.032;48200;9.48;8686;4819;0;3.6;3.256;16.4;8.18;0.015;141600;645.453
599;673;8212.979;999;1362.51;147600;4.45;0.65;0.4;0.055;0.005;0.001;43200;9.51;4834;3026;0;3.5;3.194;16.58;8.43;0.03;149400;0
600;195;8083.154;1069;1311.344;143000;4.112;1.121;0.532;0.057;0.004;0.031;48100;9.45;8464;4647;377;3.7;3.249;19.33;8.15;0.021;144200;0
601;195;8221.282;983;1331.925;148200;4.546;0.687;0.393;0.052;0.004;0.022;42300;9.5;4781;3187;930;3.7;3.33;19.55;7.9;0.024;149700;0
602;195;8330.99;979;1348.635;161000;4.443;0.314;0.387;0.055;0.003;0.018;29400;9.51;4527;2891;1760;3.7;3.267;19.32;7.98;0.02;163000;0
603;195;8170.574;1009;1363.572;147900;4.647;0.671;0.395;0.053;0.003;0.024;42700;9.5;4675;3215;0;3.6;3.231;18.01;8.46;0.019;149500;0
604;195;8250.83;1014;1363.084;148900;4.599;0.692;0.395;0.054;0.003;0.025;41500;9.5;4769;3278;608;3.9;3.427;18.15;8.75;0.025;150000;0
605;195;8118.545;1022;1302.201;149900;4.25;0.522;0.46;0.06;0.002;0.026;40700;9.5;4524;3035;0;3.8;3.329;17.71;9.02;0.024;152000;0
606;693;8350.024;1056;1339.252;149400;4.528;0.692;0.438;0.053;0.003;0.023;41500;9.51;4948;3500;219;4.2;3.662;18.27;9.82;0.025;151800;366.2
607;693;8470.417;1025;1326.385;148700;4.535;0.541;0.4;0.052;0.002;0.022;42400;9.51;4529;3149;415;4.5;4.022;18.08;9.3;0.025;150100;0
608;591;7858.81;937;1285.476;158400;4.224;0.259;0.289;0.044;0.013;0.007;31800;9.47;4520;2529;0;3.8;3.35;18.59;8.68;0.013;160200;606.629
609;591;8172.882;998;1295.975;150700;4.294;0.561;0.444;0.054;0.012;0.017;42000;9.47;4524;2972;0;4.1;3.701;19.11;8.69;0.015;150900;519.512
610;591;8525.244;1031;1288.606;150300;4.328;0.554;0.442;0.054;0.012;0.017;42000;9.47;4524;2950;0;4.1;3.558;16.92;9.89;0.014;150600;0
611;591;8594.737;1058;1338.955;150900;4.626;0.611;0.37;0.049;0.012;0.022;41000;9.47;5325;2992;0;4.2;3.586;18.27;10.52;0.017;153500;0
612;591;8498.661;1056;1327.711;149200;4.655;0.604;0.364;0.046;0.012;0.023;42100;9.46;5428;2959;0;4.5;3.854;18.33;10.2;0.02;150000;0
613;591;8129.752;1010;1326.269;151400;4.354;0.699;0.373;0.054;0.003;0.021;42200;9.5;5952;3084;0;4.4;3.898;17.89;9.76;0.02;151200;0
614;593;8525.907;1046;1287.663;150000;4.299;0.718;0.377;0.055;0.002;0.022;42000;9.49;6116;3055;0;4;3.486;17.77;10.3;0.016;151900;592.288
615;593;8377.235;983;1296.125;150600;4.481;0.446;0.321;0.048;0.002;0.018;39700;9.48;5522;2619;0;4.2;3.724;17.87;9.55;0.017;152600;0
616;593;8503.366;994;1274.394;155600;4.505;0.451;0.32;0.048;0.003;0.018;35400;9.43;5524;2679;0;4.1;3.536;18.81;9.66;0.018;157500;0
617;594;8539.903;1016;1287.858;148800;4.56;0.75;0.31;0.05;0.002;0.04;42600;9.43;6324;3206;0;3.4;3.02;17.32;8.56;0.019;148200;0
618;596;8291.496;987;1348.123;147800;4.543;0.652;0.265;0.044;0.002;0.021;42000;9.42;5523;2864;0;3.5;3.123;18.16;8.73;0.026;148500;0
619;596;8330.55;985;1328.005;147900;4.524;0.768;0.328;0.049;0.002;0.029;42000;9.42;6222;3255;0;3.5;3.081;16.84;9.07;0.037;148600;0
620;596;8224.294;960;1344.358;148700;4.566;0.534;0.271;0.046;0.002;0.018;42200;9.43;5524;2782;0;3.1;2.744;16.14;9.03;0.018;148100;0
621;597;8215.646;973;1280.533;146700;4.341;0.776;0.333;0.048;0.002;0.028;42300;9.41;6522;3418;0;3.4;2.93;15.57;9.68;0.027;148800;0
622;684;8286.875;987;1324.627;142701;4.633;0.71;0.39;0.053;0.002;0.024;42000;9.38;5871;3033;0;3.3;2.907;15.48;9.52;0;147700;0
623;684;8213.939;972;1348.925;145900;4.612;0.478;0.408;0.054;0.003;0.017;41700;9.4;5522;2810;0;3.2;2.811;15.38;9.52;0.02;147100;0
624;684;7970.963;950;1357.9;143900;4.5;0.64;0.35;0.06;0.002;0.012;42800;9.39;5522;2962;536;2.9;2.592;13.81;8.51;0.023;146500;0
625;592;8344.063;1014;1371.11;147200;4.493;0.469;0.393;0.052;0.014;0.024;42000;9.38;4530;2973;507;3.6;3.23;15.39;8.83;0.023;148300;0
626;592;8404.526;1021;1293.554;143300;4.283;0.972;0.329;0.046;0.013;0.031;44300;9.37;7736;4318;537;3;2.675;14.89;8.62;0.021;146300;0
627;684;8251.021;984;1338.254;145100;4.543;0.695;0.294;0.043;0.002;0.022;42500;9.4;5632;2978;2482;3.1;2.747;14.91;9.14;0.019;146800;0
628;684;7910.564;940;1332.039;149600;4.46;0.395;0.227;0.04;0.003;0.011;40100;9.42;5524;2669;656;3.2;2.793;15.05;9.31;0.022;151600;0
629;684;8071.748;967;1337.144;145900;4.646;0.658;0.481;0.063;0.005;0.031;44200;9.42;5520;3147;0;3.2;2.813;16.27;9.06;0.025;147000;0
630;684;7902.169;940;1332.297;155000;4.317;0.364;0.363;0.054;0.003;0.01;35300;9.46;5521;2800;0;3;2.669;15.47;8.89;0.018;157000;0
631;138;8202.878;991;1307.441;147300;4.527;0.814;0.518;0.059;0.002;0.038;40400;9.44;6510;3644;0;3.2;2.827;15.36;8.9;0.025;152000;0
632;138;7907.841;933;1297.323;156900;4.267;0.242;0.294;0.054;0.002;0.007;32200;9.45;5516;2628;0;3.3;2.887;17.9;8.44;0.017;160000;0
633;138;8102.274;955;1287.781;153500;4.38;0.315;0.396;0.058;0.003;0.011;36800;9.46;5518;2737;0;3.3;2.887;17.8;8.5;0.02;156000;0
634;138;7855.852;922;1314.739;151300;4.157;0.368;0.394;0.056;0.004;0.011;38100;9.45;5518;2791;0;3.2;2.835;17.03;8.35;0.022;154000;0
635;411;8229.957;1005;1340.883;157000;4.297;0.181;0.409;0.059;0.012;0.006;32900;9.42;4521;2718;0;3.4;3.001;17.49;8.59;0.02;159100;0
636;794;8193.163;959;1338.32;157000;4.421;0.293;0.399;0.058;0.014;0.011;33000;9.43;4524;2768;0;0;0;0;0;0.022;159100;0
637;794;8726.05;1037;1333.497;148000;4.535;0.457;0.463;0.061;0.012;0.017;42700;9.44;4772;2878;133;3.2;2.863;17.14;8.45;0.016;149300;516.501
638;794;8481.561;1014;1363.821;148323;4.321;0.574;0.502;0.061;0.012;0.022;42400;9.43;4601;3118;0;3.2;2.82;17.3;8.88;0.025;150100;0
639;794;8574.77;1077;1360.718;147500;4.404;0.589;0.51;0.059;0.012;0.022;42800;9.43;4521;3011;0;3.1;2.795;15.51;8.18;0.021;150200;0
640;794;8533.831;1001;1294.746;164100;4.493;0.247;0.372;0.053;0.014;0.01;25900;9.45;4528;2692;0;2.9;2.621;13.28;8.76;0.021;167700;0
641;685;8438.642;991;1267.062;164200;4.499;0.25;0.372;0.053;0.002;0.01;25900;9.46;5522;2670;0;3;2.67;14.38;8.62;0.019;167100;0
642;685;8134.963;958;1295.109;161800;4.245;0.152;0.348;0.054;0.003;0.006;26300;9.45;5521;2585;0;3.1;2.829;14.96;8.26;0.016;165300;0
643;697;8237.008;969;1294.205;164800;4.325;0.149;0.345;0.055;0.003;0.006;24200;9.45;4520;2653;0;3;2.654;13.06;8.98;0.021;168200;0
644;694;8662.637;1052;1329.061;149800;4.642;0.6;0.447;0.059;0.005;0.02;39900;9.44;4517;3111;0;3.1;2.704;15.11;8.96;0.017;152100;0
645;698;8356.79;997;1314.738;147500;4.65;0.588;0.438;0.059;0.012;0.019;42100;9.45;5672;3124;0;3.3;2.984;16.79;8.82;0.023;150100;0
646;698;8314.015;990;1312.172;145600;4.561;0.648;0.465;0.057;0.013;0.023;42100;9.46;4823;3257;0;3.4;3.103;17.55;8.54;0.019;147300;0
647;694;8448.553;1003;1320.576;147200;4.629;0.661;0.461;0.056;0.008;0.023;41900;9.47;5000;3367;0;3.3;2.959;16.36;8.56;0.025;147800;0
648;694;8246.869;983;1328.114;148800;4.525;0.482;0.388;0.057;0.008;0.016;41800;9.5;4517;2971;0;3.2;2.884;16.01;8.46;0.03;149400;0
649;694;8333.193;1013;1311.494;145500;4.516;0.713;0.5;0.057;0.008;0.024;44700;9.5;4768;3326;0;3.3;2.921;16.2;8.89;0.033;148000;0
650;694;8218.011;1028;1347.066;139700;4.59;0.95;0.4;0.055;0.009;0.024;47600;9.47;6352;4074;0;3.6;3.215;17.01;8.6;0.036;141900;0
651;693;8194.082;954;1321.436;150300;4.471;0.3;0.378;0.053;0.004;0.01;40200;9.46;4526;3040;0;3.4;3.016;16.97;8.24;0.016;151700;0
652;195;8075.426;951;1341.656;145200;4.623;0.481;0.447;0.057;0.044;0.018;44100;9.48;4525;3000;0;3.4;3.061;16.96;8.44;0.014;145200;0
653;694;8071.29;1009;1364.703;145100;4.621;0.612;0.465;0.055;0.008;0.021;45700;9.48;4525;3058;0;3.6;3.193;17.14;9.09;0.024;145700;0
654;808;8195.926;969;1281.223;144500;4.545;0.582;0.432;0.054;0.003;0.021;43900;9.47;5516;2885;0;3.4;3.035;17.02;9.04;0.015;145700;0
655;808;8146.829;968;1343.245;143700;4.65;0.758;0.442;0.056;0.003;0.045;46800;9.45;5980;3311;0;3.2;2.876;15.85;8.6;0.021;147400;0
656;808;8130.792;991;1332.444;147900;4.507;0.612;0.452;0.054;0.004;0.019;44400;9.47;5522;3012;0;3.8;3.506;18.11;7.97;0.023;148300;0
657;808;8181.246;992;1350.072;146300;4.503;0.632;0.477;0.059;0.004;0.024;45500;9.45;5510;3116;0;0;0;0;0;0.024;147600;0
658;413;8181.672;991;1343.013;145400;4.585;0.569;0.406;0.053;0.002;0.021;45900;9.44;4518;2914;0;3.7;3.363;15.63;7.82;0.025;148000;0
659;413;8303.378;1036;1352.815;146600;4.615;0.654;0.378;0.049;0.004;0.042;44300;9.44;4579;3093;0;3.4;3.042;15.78;8.28;0.027;148100;0
660;413;8161.475;979;1338.232;144100;4.653;0.616;0.399;0.049;0.003;0.02;45200;9.43;4515;2975;0;3.6;3.285;17.65;8.28;0.034;147300;0
661;562;8305.471;1023;1347.487;145000;4.65;0.55;0.338;0.047;0.008;0.032;45800;9.44;4870;2928;173;3.7;3.361;17.97;8.38;0.035;147500;0
662;591;8165.69;1018;1334.828;146900;4.308;0.577;0.475;0.06;0.014;0.02;43700;9.44;4893;3018;935;3.4;3.007;17.98;8.62;0.047;149400;442.195
663;683;8153.434;1004;1342.073;139900;4.529;0.937;0.362;0.051;0.003;0.04;47100;9.43;7710;3811;752;3.4;3.015;18.08;8.5;0.025;143700;0
664;591;8561.614;1039;1337.571;142601;4.549;0.722;0.459;0.059;0.012;0.028;45700;9.41;5327;3355;0;3.6;3.294;17.38;7.9;0.034;147600;0
665;591;6034.657;727;1379.347;96000;2.832143;0.437117;0.312688;0.035312;0.002623;0.016584;32700;9.43;5530;2608;0;3.4;3.051;17.89;8.77;0.028;148200;0
666;683;8446.367;1004;1373.715;147501;4.56;0.751;0.317;0.047;0.004;0.028;45100;9.46;6566;3484;290;2.9;2.577;18.19;7.87;0.021;148500;0
667;683;8229.036;1048;1362.128;149401;4.536;0.48;0.29;0.04;0.004;0.017;42800;9.46;5511;2747;0;2.9;2.599;19.22;7.68;0.021;150400;0
668;591;8100.922;953;1324.686;148600;4.245;0.583;0.342;0.045;0.013;0.023;42800;9.45;4519;2929;544;3.1;2.804;16.99;8.08;0.043;150000;0
669;683;8308.795;963;1332.569;151400;4.51;0.412;0.332;0.049;0.003;0.014;39100;9.45;5521;2838;519;3;2.678;18.05;8.16;0.019;152200;0
670;683;8208.345;962;1361.555;149800;4.37;0.453;0.291;0.043;0.004;0.015;41200;9.45;5519;2749;0;0;0;0;0;0.021;150000;0
671;591;8004.043;937;1323.612;151501;3.954;0.343;0.332;0.039;0.012;0.012;38400;9.45;4525;2795;0;3.4;3.008;17.61;8.76;0.04;152500;595.438
672;683;8003.911;945;1284.174;146100;4.064;0.516;0.259;0.047;0.045;0.016;42600;9.43;5519;2730;0;2.8;2.358;14.78;10.02;0.022;147200;0
673;684;8107.111;948;1332.333;146900;4.569;0.447;0.345;0.051;0.04;0.016;42000;9.44;5521;2807;0;3.3;2.875;15.92;9.02;0.023;148000;642.038
674;684;8252.769;1006;1341.013;146801;4.509;0.605;0.32;0.051;0.036;0.021;41900;9.44;7284;3069;0;0;0;0;0;0.019;147800;0
675;684;8300.91;977;1294.669;144800;4.143;0.589;0.354;0.049;0.002;0.02;42100;9.43;7021;2877;0;3.2;2.887;10.9;8.47;0.018;148300;0
676;684;8170.864;1024;1321.156;146400;4.38;0.63;0.32;0.05;0.002;0.022;42000;9.44;5520;2799;0;3;2.641;17.59;7.64;0.02;148400;447.325
677;684;8431.29;981;1312.806;148000;4.336;0.632;0.327;0.05;0.002;0.021;42400;9.45;5521;2875;0;3.3;3.022;19.34;7.49;0.025;150500;0
678;684;7991.341;935;1339.817;154900;4.231;0.382;0.256;0.047;0.002;0.011;32000;9.43;5514;2662;0;0;0;0;0;0.029;160600;0
679;684;8504.982;1211;1313.901;158400;4.63;0.45;0.32;0.057;0.002;0.015;30200;9.48;5517;3113;0;0;0;0;0;0.022;160000;0
680;684;8050.862;943;1337.293;156300;4.359;0.473;0.372;0.058;0.002;0.019;32100;9.45;5523;3179;697;3.5;3.08;16.21;9.65;0.022;160000;0
681;684;8053.831;946;1339.654;154100;4.548;0.409;0.349;0.054;0.002;0.014;36000;9.45;5523;3070;0;0;0;0;0;0.026;155800;0
682;684;8128.958;1055;1265.773;155300;4.269;0.411;0.389;0.056;0.002;0.015;35600;9.46;5519;2993;0;3.9;3.523;21.53;8.93;0.019;157100;0
683;684;7967.048;954;1373.212;147700;4.506;0.635;0.365;0.054;0.002;0.019;42500;9.45;5518;3287;0;4.6;4.348;19.51;8.67;0.021;149100;0
684;684;7973.825;939;1337.911;155800;4.15;0.315;0.361;0.056;0.002;0.008;36700;9.47;5516;2909;0;3.5;3.194;19.42;7.66;0.019;156100;0
685;684;7949.765;934;1308.878;161200;4.189;0.251;0.329;0.058;0.002;0.011;29700;9.46;5513;2852;0;4.6;4.342;19.35;8.74;0.021;163000;0
686;684;8128.469;1022;1336.908;143000;4.436;0.827;0.37;0.055;0.002;0.027;47700;9.45;6622;3850;0;3.9;3.519;18.42;8.71;0.019;144600;0
687;786;8255.415;1001;1302.567;149600;4.229;0.62;0.441;0.064;0.002;0.03;37800;9.44;5516;3170;0;4.4;4.14;19.42;8.45;0.029;154300;522.819
688;786;8152.818;953;1276.324;147400;4.211;0.617;0.439;0.062;0.002;0.03;38500;9.43;5517;3062;0;4.2;3.934;18.84;8.51;0.023;148700;0
689;786;8303.865;990;1290.588;148400;4.197;0.469;0.386;0.061;0.002;0.013;42100;9.46;5535;2858;0;4.3;4.003;18.97;8.35;0.019;149300;0
690;786;8287.739;988;1288.395;148600;4.211;0.47;0.386;0.06;0.002;0.013;40500;9.45;5517;2868;0;4.6;4.346;18.97;8.79;0.019;150200;0
691;786;8304.854;980;1304.211;147600;4.248;0.601;0.408;0.061;0.002;0.019;43300;9.46;5519;3023;0;5.7;5.475;18.46;9.02;0.017;148300;0
692;786;8305.62;992;1291.763;147700;4.32;0.605;0.407;0.062;0.002;0.019;43600;9.46;5515;3039;0;0;0;0;0;0.017;148900;0
693;749;8151.47;1106;1337.085;145800;4.541;0.697;0.455;0.059;0.002;0.023;42900;9.44;5736;3429;0;5.8;5.662;19.1;8.76;0.03;149000;0
694;749;8710.875;1040;1334.883;151500;4.418;0.486;0.391;0.057;0.003;0.022;40900;9.46;5519;3023;0;6.4;6.441;16.47;7.7;0.021;152200;0
695;594;8231.312;1021;1331.238;149300;4.57;0.581;0.438;0.057;0.004;0.018;41200;9.46;5520;3226;0;6;5.903;18.91;8.87;0.021;150200;0
696;594;8339.38;995;1286.878;151700;4.339;0.592;0.447;0.061;0.002;0.019;40900;9.47;5517;3183;0;5.5;5.394;18.41;8.43;0.02;152300;0
697;594;8083.66;951;1327.83;145200;4.198;0.566;0.426;0.057;0.003;0.016;43200;9.44;5515;3133;0;5.5;5.319;17.92;8.54;0.018;149000;0
698;594;8277.163;995;1322.152;147100;4.538;0.568;0.429;0.058;0.002;0.026;43600;9.46;5515;3107;0;5.9;5.782;17.29;8.5;0.018;149100;0
699;594;8253.603;1016;1336.932;145801;4.354;0.636;0.436;0.06;0.002;0.018;45200;9.46;6035;3200;976;5.3;5.054;19.57;8.29;0.016;146800;0
700;595;8389.354;1037;1323.35;146300;4.616;0.398;0.353;0.052;0.003;0.011;42500;9.44;5513;2864;0;5.8;5.608;18.27;9.03;0.018;150800;0
701;595;8298.769;969;1292.791;147500;4.358;0.309;0.337;0.051;0.003;0.009;40900;9.44;5517;2729;0;5;4.726;18.47;9.12;0.015;152400;459.038
702;595;8372.084;1003;1336.605;150901;4.628;0.465;0.339;0.051;0.004;0.017;37800;9.5;5516;2986;0;4.4;4.099;21.23;8.1;0.019;151900;0
703;595;8351.343;978;1278.265;147100;4.307;0.419;0.38;0.055;0.002;0.012;36200;9.51;5518;2845;0;3.9;3.688;18.55;7.56;0.021;156100;0
704;595;7647.661;906;1289.228;153800;4.162;0.298;0.267;0.048;0.003;0.007;31800;9.53;5522;2674;0;3.9;3.591;19.78;8.07;0.018;160000;0
705;896;7893.002;932;1313.481;159600;4.103;0.387;0.315;0.048;0.003;0.01;31800;9.62;5523;2949;0;0;0;0;0;0.016;160000;0
706;896;8159.355;1013;1317.735;141801;4.473;0.558;0.327;0.055;0.002;0.017;42800;9.62;5522;3146;0;0;0;0;0;0.022;146800;0
707;673;8285.978;1029;1310.402;149800;4.208;0.467;0.245;0.048;0.006;0.012;37800;9.63;5182;2847;0;0;0;0;0;0.021;154000;459.377
708;673;8037.711;978;1336.572;150100;4.194;0.431;0.303;0.05;0.006;0.012;38000;9.63;4527;2886;0;3.6;3.302;18;8.34;0.024;154200;408.895
709;694;8382.369;999;1320.331;146700;4.453;0.487;0.301;0.047;0.008;0.016;41500;9.62;4522;3094;0;3.5;3.152;17;8.5;0.028;150000;0
710;694;8227.004;1026;1310.345;156500;4.039;0.195;0.239;0.046;0.007;0.005;32000;9.62;4523;2811;0;3.7;3.307;18.8;8.22;0.015;160000;0
711;698;8178.17;994;1274.955;158000;4.133;0.248;0.232;0.047;0.014;0.006;32000;9.63;4525;2873;0;3.6;3.173;16.82;8.79;0.016;160400;0
712;698;8156.699;1024;1358.227;141400;4.458;0.551;0.363;0.053;0.013;0.021;46000;9.6;4521;3285;0;3.4;3.091;16.78;8.35;0.03;145200;0
713;704;8284.58;1045;1292.773;145600;4.432;0.706;0.302;0.051;0.002;0.022;43100;9.64;5852;3372;0;3.7;3.368;17.57;7.84;0.023;149300;0
714;704;8271.943;1130;1364.047;148000;4.483;0.812;0.382;0.054;0.002;0.029;44400;9.66;6647;4574;0;3.5;3.224;16.69;8.29;0.028;148200;0
715;704;8151.752;976;1303.078;143400;4.409;0.545;0.304;0.052;0.002;0.017;45000;9.63;5519;3097;0;3.7;3.338;17.36;8.62;0.023;146600;0
716;704;7820.678;932;1352.011;145400;4.205;0.463;0.294;0.05;0.003;0.012;43600;9.64;5521;2957;0;4.1;3.739;18.68;8.44;0.015;148700;0
717;704;7924.08;1071;1355.79;151600;4.449;0.339;0.232;0.046;0.002;0.01;36200;9.64;5527;2902;0;3.8;3.42;18.35;8.6;0.021;156600;361.497
718;704;8201.709;966;1295.37;151500;4.168;0.41;0.349;0.057;0.003;0.011;38500;9.65;5519;2966;0;4.1;3.81;19.13;7.76;0.022;154600;0
719;597;8054.648;949;1332.518;160200;4.316;0.248;0.247;0.044;0.003;0.006;30500;9.66;5520;2908;0;3.7;3.405;17.79;7.95;0.018;162500;0
720;597;8190.466;1027;1344.899;153800;4.589;0.405;0.311;0.048;0.003;0.013;35900;9.65;5518;3152;0;3.7;3.412;17.47;8.24;0.018;156000;0
721;596;7900.273;934;1313.575;158700;4.098;0.291;0.234;0.045;0.004;0.007;29900;9.65;5519;2805;0;3.5;3.141;17.44;8.44;0.015;162400;0
722;596;7937.02;1023;1324.739;162000;4.282;0.307;0.247;0.046;0.003;0.008;28100;9.66;5519;2832;0;4;3.729;18.67;8.32;0.018;164200;0
723;595;8118.462;1019;1299.525;151700;4.283;0.524;0.295;0.052;0.003;0.015;40600;9.67;5522;2910;0;4.1;3.75;19.4;8.57;0.018;154300;0
724;595;8204.233;987;1307.508;147001;4.292;0.384;0.271;0.051;0.003;0.011;38200;9.62;5517;2765;0;4.2;3.883;19.69;8.37;0.016;152000;530.871
725;594;8218.275;989;1304.858;149500;4.227;0.388;0.275;0.053;0.003;0.011;38800;9.64;5519;2761;0;4.2;3.901;19.33;8.14;0.016;152700;0
726;594;8214.157;984;1290.695;153501;4.278;0.385;0.277;0.052;0.002;0.011;36000;9.65;5518;2780;0;4.5;4.256;18.03;7.59;0.025;154500;0
727;594;8238.797;1017;1281.29;152900;4.236;0.39;0.278;0.051;0.003;0.011;36900;9.65;5519;2801;722;4.9;4.619;14.8;8.37;0.014;154100;0
728;594;8012.908;950;1302.048;153300;4.172;0.404;0.289;0.051;0.003;0.011;35800;9.65;5518;2851;0;4.4;4.045;16.69;9.29;0.013;154300;0
729;594;8023.722;988;1304.271;153000;4.193;0.409;0.289;0.051;0.002;0.011;36400;9.7;5518;2566;0;4.3;3.967;15.93;9.21;0.016;154500;0
730;594;8016.536;984;1330.885;153400;4.119;0.285;0.238;0.047;0.003;0.007;36100;9.75;5521;2453;0;4.2;3.959;18.35;8.21;0.012;154100;0
731;684;8002.653;950;1310.743;152300;4.079;0.286;0.239;0.048;0.002;0.007;33800;9.73;5523;2424;0;5.4;5.229;21.21;7.97;0.013;157200;0
732;684;7792.304;934;1284.553;154500;4.147;0.276;0.218;0.047;0.003;0.006;34500;9.75;5523;2431;0;4.6;4.28;17.18;8.64;0.014;156100;0
733;684;7966.024;942;1325.572;156700;3.96;0.439;0.254;0.05;0.002;0.013;34700;9.76;5518;2627;0;5.1;4.807;18.62;8.99;0.022;158200;0
734;684;7907.249;930;1325.875;163001;4.054;0.302;0.22;0.046;0.002;0.008;28700;9.77;5519;2550;0;4.8;4.535;17.53;8.48;0.016;164000;0
735;592;8386.383;1027;1224.79;153300;4.014;0.842;0.274;0.058;0.014;0.023;38800;9.73;7130;4030;0;5.1;4.807;22.51;8.51;0.016;154600;506.552
736;684;7948.477;999;1334.404;153001;4.119;0.379;0.221;0.045;0.004;0.009;37800;9.75;5530;2601;0;3.9;3.479;20.17;8.54;0.018;154000;0
737;684;8311.114;994;1301.725;153001;4.114;0.802;0.287;0.054;0.003;0.023;37900;9.76;6916;3419;0;4;3.511;19.89;9.29;0.022;154000;0
738;684;8254.232;976;1261.349;155600;4.039;0.375;0.263;0.05;0.004;0.01;35200;9.76;5522;2552;0;3.9;3.475;19.19;8.44;0.016;157000;0
739;684;8194.997;1036;1307.673;145000;4.323;0.662;0.283;0.057;0.004;0.019;44600;9.74;5631;2885;0;3.9;3.404;19.8;9.17;0.026;147000;0
740;592;8158.206;1002;1293.458;145000;4.274;0.83;0.344;0.057;0.011;0.026;44700;9.71;6743;3960;0;4.4;4.051;21.04;8.14;0.029;147000;0
741;592;8562.701;1033;1377.603;147300;4.618;0.573;0.261;0.047;0.003;0.018;43900;9.73;4601;2934;0;4.3;3.804;20.43;8.48;0.021;148200;0
